,Case Study,Scenario,Unit Process Name,Variable,Unit,Value,model,Metric
561,Carlsbad,TwoPassRO,co2_addition,Total Fixed Operating ,$MM/yr,0.115,Python,Annual Cost
562,Carlsbad,TwoPassRO,co2_addition,Base Employee Salary,$MM/yr,0.008,Python,Annual Cost
563,Carlsbad,TwoPassRO,co2_addition,Electricity consumption,kWh/m3,0.01,Python,Electricity
564,Carlsbad,TwoPassRO,co2_addition,Total Unit Cost,$MM,8.316,Python,Cost
565,Carlsbad,TwoPassRO,co2_addition,Inlet Water,m3/s,2.37,Python,Water Flow
566,Carlsbad,TwoPassRO,co2_addition,Outlet Water,m3/s,2.37,Python,Water Flow
567,Carlsbad,TwoPassRO,co2_addition,Waste Water,m3/s,0.0,Python,Water Flow
568,Carlsbad,TwoPassRO,co2_addition,TDS,kg/m3,0.004,Python,Inlet Constituent
569,Carlsbad,TwoPassRO,co2_addition,TDS,kg/m3,0.004,Python,Outlet Constituent
570,Carlsbad,TwoPassRO,co2_addition,TDS,kg/m3,0.0,Python,Waste Constituent
571,Carlsbad,TwoPassRO,co2_addition,TDS,kg,0.01,Python,Inlet Constituent Total Mass
572,Carlsbad,TwoPassRO,co2_addition,TDS,kg,0.01,Python,Outlet Constituent Total Mass
573,Carlsbad,TwoPassRO,co2_addition,TDS,kg,0.0,Python,Waste Constituent Total Mass
574,Carlsbad,TwoPassRO,co2_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
575,Carlsbad,TwoPassRO,co2_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
576,Carlsbad,TwoPassRO,co2_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
577,Carlsbad,TwoPassRO,co2_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
578,Carlsbad,TwoPassRO,co2_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
579,Carlsbad,TwoPassRO,co2_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
580,Carlsbad,TwoPassRO,co2_addition,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
581,Carlsbad,TwoPassRO,co2_addition,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
582,Carlsbad,TwoPassRO,co2_addition,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
583,Carlsbad,TwoPassRO,co2_addition,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
584,Carlsbad,TwoPassRO,co2_addition,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
585,Carlsbad,TwoPassRO,co2_addition,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
586,Carlsbad,TwoPassRO,co2_addition,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
587,Carlsbad,TwoPassRO,co2_addition,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
588,Carlsbad,TwoPassRO,co2_addition,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
589,Carlsbad,TwoPassRO,co2_addition,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
590,Carlsbad,TwoPassRO,co2_addition,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
591,Carlsbad,TwoPassRO,co2_addition,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
592,Carlsbad,TwoPassRO,co2_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
593,Carlsbad,TwoPassRO,co2_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
594,Carlsbad,TwoPassRO,co2_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
595,Carlsbad,TwoPassRO,co2_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
596,Carlsbad,TwoPassRO,co2_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
597,Carlsbad,TwoPassRO,co2_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
598,Carlsbad,TwoPassRO,co2_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
599,Carlsbad,TwoPassRO,co2_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
600,Carlsbad,TwoPassRO,co2_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
601,Carlsbad,TwoPassRO,co2_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
602,Carlsbad,TwoPassRO,co2_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
603,Carlsbad,TwoPassRO,co2_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
604,Carlsbad,TwoPassRO,co2_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
605,Carlsbad,TwoPassRO,co2_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
606,Carlsbad,TwoPassRO,co2_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
607,Carlsbad,TwoPassRO,co2_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
608,Carlsbad,TwoPassRO,co2_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
609,Carlsbad,TwoPassRO,co2_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
610,Carlsbad,TwoPassRO,chlorination_twb,Fixed Capital Investment (FCI),$MM,9.405,Python,Cost
611,Carlsbad,TwoPassRO,chlorination_twb,Land,$MM,0.014,Python,Cost
612,Carlsbad,TwoPassRO,chlorination_twb,Working Capital,$MM,0.47,Python,Cost
613,Carlsbad,TwoPassRO,chlorination_twb,Total Capital Investment (TCI),$MM,9.89,Python,Cost
614,Carlsbad,TwoPassRO,chlorination_twb,Catalysts and Chemicals,$MM/yr,0.264,Python,Annual Cost
615,Carlsbad,TwoPassRO,chlorination_twb,Electricity,$MM/yr,0.0,Python,Annual Cost
616,Carlsbad,TwoPassRO,chlorination_twb,Other Operating,$MM/yr,0.0,Python,Annual Cost
617,Carlsbad,TwoPassRO,chlorination_twb,Employee Salaries,$MM/yr,0.01,Python,Annual Cost
618,Carlsbad,TwoPassRO,chlorination_twb,Benefits,$MM/yr,0.009,Python,Annual Cost
619,Carlsbad,TwoPassRO,chlorination_twb,Maintenance,$MM/yr,0.075,Python,Annual Cost
620,Carlsbad,TwoPassRO,chlorination_twb,Laboratory,$MM/yr,0.028,Python,Annual Cost
621,Carlsbad,TwoPassRO,chlorination_twb,Insurance and Taxes,$MM/yr,0.019,Python,Annual Cost
622,Carlsbad,TwoPassRO,chlorination_twb,Total Fixed Operating ,$MM/yr,0.141,Python,Annual Cost
623,Carlsbad,TwoPassRO,chlorination_twb,Base Employee Salary,$MM/yr,0.009,Python,Annual Cost
624,Carlsbad,TwoPassRO,chlorination_twb,Electricity consumption,kWh/m3,0.0,Python,Electricity
625,Carlsbad,TwoPassRO,chlorination_twb,Total Unit Cost,$MM,10.295,Python,Cost
626,Carlsbad,TwoPassRO,chlorination_twb,Inlet Water,m3/s,2.37,Python,Water Flow
627,Carlsbad,TwoPassRO,chlorination_twb,Outlet Water,m3/s,2.37,Python,Water Flow
628,Carlsbad,TwoPassRO,chlorination_twb,Waste Water,m3/s,0.0,Python,Water Flow
629,Carlsbad,TwoPassRO,chlorination_twb,TDS,kg/m3,0.004,Python,Inlet Constituent
630,Carlsbad,TwoPassRO,chlorination_twb,TDS,kg/m3,0.004,Python,Outlet Constituent
631,Carlsbad,TwoPassRO,chlorination_twb,TDS,kg/m3,-0.0,Python,Waste Constituent
632,Carlsbad,TwoPassRO,chlorination_twb,TDS,kg,0.01,Python,Inlet Constituent Total Mass
633,Carlsbad,TwoPassRO,chlorination_twb,TDS,kg,0.01,Python,Outlet Constituent Total Mass
634,Carlsbad,TwoPassRO,chlorination_twb,TDS,kg,-0.0,Python,Waste Constituent Total Mass
635,Carlsbad,TwoPassRO,chlorination_twb,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
636,Carlsbad,TwoPassRO,chlorination_twb,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
637,Carlsbad,TwoPassRO,chlorination_twb,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
638,Carlsbad,TwoPassRO,chlorination_twb,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
639,Carlsbad,TwoPassRO,chlorination_twb,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
640,Carlsbad,TwoPassRO,chlorination_twb,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
641,Carlsbad,TwoPassRO,chlorination_twb,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
642,Carlsbad,TwoPassRO,chlorination_twb,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
643,Carlsbad,TwoPassRO,chlorination_twb,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
644,Carlsbad,TwoPassRO,chlorination_twb,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
645,Carlsbad,TwoPassRO,chlorination_twb,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
646,Carlsbad,TwoPassRO,chlorination_twb,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
647,Carlsbad,TwoPassRO,chlorination_twb,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
648,Carlsbad,TwoPassRO,chlorination_twb,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
649,Carlsbad,TwoPassRO,chlorination_twb,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
650,Carlsbad,TwoPassRO,chlorination_twb,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
651,Carlsbad,TwoPassRO,chlorination_twb,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
652,Carlsbad,TwoPassRO,chlorination_twb,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
653,Carlsbad,TwoPassRO,chlorination_twb,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
654,Carlsbad,TwoPassRO,chlorination_twb,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
655,Carlsbad,TwoPassRO,chlorination_twb,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
656,Carlsbad,TwoPassRO,chlorination_twb,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
657,Carlsbad,TwoPassRO,chlorination_twb,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
658,Carlsbad,TwoPassRO,chlorination_twb,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
659,Carlsbad,TwoPassRO,chlorination_twb,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
660,Carlsbad,TwoPassRO,chlorination_twb,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
661,Carlsbad,TwoPassRO,chlorination_twb,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
662,Carlsbad,TwoPassRO,chlorination_twb,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
663,Carlsbad,TwoPassRO,chlorination_twb,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
664,Carlsbad,TwoPassRO,chlorination_twb,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
665,Carlsbad,TwoPassRO,chlorination_twb,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
666,Carlsbad,TwoPassRO,chlorination_twb,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
667,Carlsbad,TwoPassRO,chlorination_twb,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
668,Carlsbad,TwoPassRO,chlorination_twb,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
669,Carlsbad,TwoPassRO,chlorination_twb,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
670,Carlsbad,TwoPassRO,chlorination_twb,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
671,Carlsbad,TwoPassRO,ammonia_addition,Fixed Capital Investment (FCI),$MM,0.806,Python,Cost
672,Carlsbad,TwoPassRO,ammonia_addition,Land,$MM,0.001,Python,Cost
673,Carlsbad,TwoPassRO,ammonia_addition,Working Capital,$MM,0.04,Python,Cost
674,Carlsbad,TwoPassRO,ammonia_addition,Total Capital Investment (TCI),$MM,0.848,Python,Cost
675,Carlsbad,TwoPassRO,ammonia_addition,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
676,Carlsbad,TwoPassRO,ammonia_addition,Electricity,$MM/yr,0.0,Python,Annual Cost
677,Carlsbad,TwoPassRO,ammonia_addition,Other Operating,$MM/yr,0.0,Python,Annual Cost
678,Carlsbad,TwoPassRO,ammonia_addition,Employee Salaries,$MM/yr,0.001,Python,Annual Cost
679,Carlsbad,TwoPassRO,ammonia_addition,Benefits,$MM/yr,0.001,Python,Annual Cost
680,Carlsbad,TwoPassRO,ammonia_addition,Maintenance,$MM/yr,0.006,Python,Annual Cost
681,Carlsbad,TwoPassRO,ammonia_addition,Laboratory,$MM/yr,0.002,Python,Annual Cost
682,Carlsbad,TwoPassRO,ammonia_addition,Insurance and Taxes,$MM/yr,0.002,Python,Annual Cost
683,Carlsbad,TwoPassRO,ammonia_addition,Total Fixed Operating ,$MM/yr,0.012,Python,Annual Cost
684,Carlsbad,TwoPassRO,ammonia_addition,Base Employee Salary,$MM/yr,0.001,Python,Annual Cost
685,Carlsbad,TwoPassRO,ammonia_addition,Electricity consumption,kWh/m3,0.0,Python,Electricity
686,Carlsbad,TwoPassRO,ammonia_addition,Total Unit Cost,$MM,0.86,Python,Cost
687,Carlsbad,TwoPassRO,ammonia_addition,Inlet Water,m3/s,2.37,Python,Water Flow
688,Carlsbad,TwoPassRO,ammonia_addition,Outlet Water,m3/s,2.37,Python,Water Flow
689,Carlsbad,TwoPassRO,ammonia_addition,Waste Water,m3/s,0.0,Python,Water Flow
690,Carlsbad,TwoPassRO,ammonia_addition,TDS,kg/m3,0.004,Python,Inlet Constituent
691,Carlsbad,TwoPassRO,ammonia_addition,TDS,kg/m3,0.004,Python,Outlet Constituent
692,Carlsbad,TwoPassRO,ammonia_addition,TDS,kg/m3,0.0,Python,Waste Constituent
693,Carlsbad,TwoPassRO,ammonia_addition,TDS,kg,0.01,Python,Inlet Constituent Total Mass
694,Carlsbad,TwoPassRO,ammonia_addition,TDS,kg,0.01,Python,Outlet Constituent Total Mass
695,Carlsbad,TwoPassRO,ammonia_addition,TDS,kg,0.0,Python,Waste Constituent Total Mass
696,Carlsbad,TwoPassRO,ammonia_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
697,Carlsbad,TwoPassRO,ammonia_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
698,Carlsbad,TwoPassRO,ammonia_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
699,Carlsbad,TwoPassRO,ammonia_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
700,Carlsbad,TwoPassRO,ammonia_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
701,Carlsbad,TwoPassRO,ammonia_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
702,Carlsbad,TwoPassRO,ammonia_addition,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
703,Carlsbad,TwoPassRO,ammonia_addition,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
704,Carlsbad,TwoPassRO,ammonia_addition,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
705,Carlsbad,TwoPassRO,ammonia_addition,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
706,Carlsbad,TwoPassRO,ammonia_addition,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
707,Carlsbad,TwoPassRO,ammonia_addition,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
708,Carlsbad,TwoPassRO,ammonia_addition,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
709,Carlsbad,TwoPassRO,ammonia_addition,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
710,Carlsbad,TwoPassRO,ammonia_addition,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
711,Carlsbad,TwoPassRO,ammonia_addition,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
712,Carlsbad,TwoPassRO,ammonia_addition,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
713,Carlsbad,TwoPassRO,ammonia_addition,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
714,Carlsbad,TwoPassRO,ammonia_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
715,Carlsbad,TwoPassRO,ammonia_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
716,Carlsbad,TwoPassRO,ammonia_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
717,Carlsbad,TwoPassRO,ammonia_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
718,Carlsbad,TwoPassRO,ammonia_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
719,Carlsbad,TwoPassRO,ammonia_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
720,Carlsbad,TwoPassRO,ammonia_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
721,Carlsbad,TwoPassRO,ammonia_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
722,Carlsbad,TwoPassRO,ammonia_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
723,Carlsbad,TwoPassRO,ammonia_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
724,Carlsbad,TwoPassRO,ammonia_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
725,Carlsbad,TwoPassRO,ammonia_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
726,Carlsbad,TwoPassRO,ammonia_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
727,Carlsbad,TwoPassRO,ammonia_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
728,Carlsbad,TwoPassRO,ammonia_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
729,Carlsbad,TwoPassRO,ammonia_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
730,Carlsbad,TwoPassRO,ammonia_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
731,Carlsbad,TwoPassRO,ammonia_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
732,Carlsbad,TwoPassRO,treated_storage_24_hr,Fixed Capital Investment (FCI),$MM,12.061,Python,Cost
733,Carlsbad,TwoPassRO,treated_storage_24_hr,Land,$MM,0.018,Python,Cost
734,Carlsbad,TwoPassRO,treated_storage_24_hr,Working Capital,$MM,0.603,Python,Cost
735,Carlsbad,TwoPassRO,treated_storage_24_hr,Total Capital Investment (TCI),$MM,12.682,Python,Cost
736,Carlsbad,TwoPassRO,treated_storage_24_hr,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
737,Carlsbad,TwoPassRO,treated_storage_24_hr,Electricity,$MM/yr,0.0,Python,Annual Cost
738,Carlsbad,TwoPassRO,treated_storage_24_hr,Other Operating,$MM/yr,0.0,Python,Annual Cost
739,Carlsbad,TwoPassRO,treated_storage_24_hr,Employee Salaries,$MM/yr,0.012,Python,Annual Cost
740,Carlsbad,TwoPassRO,treated_storage_24_hr,Benefits,$MM/yr,0.011,Python,Annual Cost
741,Carlsbad,TwoPassRO,treated_storage_24_hr,Maintenance,$MM/yr,0.048,Python,Annual Cost
742,Carlsbad,TwoPassRO,treated_storage_24_hr,Laboratory,$MM/yr,0.036,Python,Annual Cost
743,Carlsbad,TwoPassRO,treated_storage_24_hr,Insurance and Taxes,$MM/yr,0.024,Python,Annual Cost
744,Carlsbad,TwoPassRO,treated_storage_24_hr,Total Fixed Operating ,$MM/yr,0.132,Python,Annual Cost
745,Carlsbad,TwoPassRO,treated_storage_24_hr,Base Employee Salary,$MM/yr,0.01,Python,Annual Cost
746,Carlsbad,TwoPassRO,treated_storage_24_hr,Electricity consumption,kWh/m3,0.0,Python,Electricity
747,Carlsbad,TwoPassRO,treated_storage_24_hr,Total Unit Cost,$MM,12.814,Python,Cost
748,Carlsbad,TwoPassRO,treated_storage_24_hr,Inlet Water,m3/s,2.37,Python,Water Flow
749,Carlsbad,TwoPassRO,treated_storage_24_hr,Outlet Water,m3/s,2.37,Python,Water Flow
750,Carlsbad,TwoPassRO,treated_storage_24_hr,Waste Water,m3/s,0.0,Python,Water Flow
751,Carlsbad,TwoPassRO,treated_storage_24_hr,TDS,kg/m3,0.004,Python,Inlet Constituent
752,Carlsbad,TwoPassRO,treated_storage_24_hr,TDS,kg/m3,0.004,Python,Outlet Constituent
753,Carlsbad,TwoPassRO,treated_storage_24_hr,TDS,kg/m3,-0.0,Python,Waste Constituent
754,Carlsbad,TwoPassRO,treated_storage_24_hr,TDS,kg,0.01,Python,Inlet Constituent Total Mass
755,Carlsbad,TwoPassRO,treated_storage_24_hr,TDS,kg,0.01,Python,Outlet Constituent Total Mass
756,Carlsbad,TwoPassRO,treated_storage_24_hr,TDS,kg,-0.0,Python,Waste Constituent Total Mass
757,Carlsbad,TwoPassRO,treated_storage_24_hr,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
758,Carlsbad,TwoPassRO,treated_storage_24_hr,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
759,Carlsbad,TwoPassRO,treated_storage_24_hr,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
760,Carlsbad,TwoPassRO,treated_storage_24_hr,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
761,Carlsbad,TwoPassRO,treated_storage_24_hr,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
762,Carlsbad,TwoPassRO,treated_storage_24_hr,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
763,Carlsbad,TwoPassRO,treated_storage_24_hr,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
764,Carlsbad,TwoPassRO,treated_storage_24_hr,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
765,Carlsbad,TwoPassRO,treated_storage_24_hr,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
766,Carlsbad,TwoPassRO,treated_storage_24_hr,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
767,Carlsbad,TwoPassRO,treated_storage_24_hr,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
768,Carlsbad,TwoPassRO,treated_storage_24_hr,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
769,Carlsbad,TwoPassRO,treated_storage_24_hr,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
770,Carlsbad,TwoPassRO,treated_storage_24_hr,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
771,Carlsbad,TwoPassRO,treated_storage_24_hr,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
772,Carlsbad,TwoPassRO,treated_storage_24_hr,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
773,Carlsbad,TwoPassRO,treated_storage_24_hr,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
774,Carlsbad,TwoPassRO,treated_storage_24_hr,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
775,Carlsbad,TwoPassRO,treated_storage_24_hr,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
776,Carlsbad,TwoPassRO,treated_storage_24_hr,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
777,Carlsbad,TwoPassRO,treated_storage_24_hr,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
778,Carlsbad,TwoPassRO,treated_storage_24_hr,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
779,Carlsbad,TwoPassRO,treated_storage_24_hr,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
780,Carlsbad,TwoPassRO,treated_storage_24_hr,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
781,Carlsbad,TwoPassRO,treated_storage_24_hr,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
782,Carlsbad,TwoPassRO,treated_storage_24_hr,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
783,Carlsbad,TwoPassRO,treated_storage_24_hr,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
784,Carlsbad,TwoPassRO,treated_storage_24_hr,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
785,Carlsbad,TwoPassRO,treated_storage_24_hr,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
786,Carlsbad,TwoPassRO,treated_storage_24_hr,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
787,Carlsbad,TwoPassRO,treated_storage_24_hr,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
788,Carlsbad,TwoPassRO,treated_storage_24_hr,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
789,Carlsbad,TwoPassRO,treated_storage_24_hr,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
790,Carlsbad,TwoPassRO,treated_storage_24_hr,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
791,Carlsbad,TwoPassRO,treated_storage_24_hr,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
792,Carlsbad,TwoPassRO,treated_storage_24_hr,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
793,Carlsbad,TwoPassRO,municipal_drinking,Fixed Capital Investment (FCI),$MM,4.337,Python,Cost
794,Carlsbad,TwoPassRO,municipal_drinking,Land,$MM,0.007,Python,Cost
795,Carlsbad,TwoPassRO,municipal_drinking,Working Capital,$MM,0.217,Python,Cost
796,Carlsbad,TwoPassRO,municipal_drinking,Total Capital Investment (TCI),$MM,4.56,Python,Cost
797,Carlsbad,TwoPassRO,municipal_drinking,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
798,Carlsbad,TwoPassRO,municipal_drinking,Electricity,$MM/yr,3.079,Python,Annual Cost
